start time,start time ISO,start time timezone,start time offset,end time,end time ISO,end time timezone,end time offset,light mins,deep mins,rem mins,interruption mins,unknown mins,interruptions,toss turns,type,actual seconds,calories,heart rate avg,heart rate min,heart rate max,state,version,id
4/24/16 5:15,2016-04-24T05:15:51Z,America/New_York,-240,4/24/16 12:35,2016-04-24T12:35:22Z,America/New_York,-240,204,96,127,10,0,1,27,sleep,25740,442.6000061,71.49538422,,,complete,2,sleep__2016-04-24T051551
